no,name,price,type,area,bedrooms,bathrooms,receptions,district,city,postcode
331,Rectory Road,2200000,House,2266,5,5,5,Barnes,London,SW13 0DU
332,St. Dunstans Road,1325000,House,1782,4,4,4,,London,W6 8RB
333,St. George Wharf,3550000,Flat / Apartment,1862,3,3,3,Vauxhall,London,SW8 2BW
334,South Park Road,1195000,House,1271,3,3,3,Wimbledon,London,SW19 8SZ
335,Durrington Park Road,1995000,House,2620,5,5,5,Wimbledon,London,SW20 8NU
336,Rydon Mews,1585000,House,1712,4,4,4,Wimbledon,London,SW19 4RP
337,Drax Avenue,2695000,House,3924,6,6,6,Wimbledon,London,SW20 0EG
338,Ridgway Place,2990000,House,3067,6,6,6,Wimbledon,London,SW19 4EW
339,Hendham Road,1875000,House,2422,5,5,5,Wandsworth,London,SW17 7DH
340,Eamont Court,650000,Flat / Apartment,623,2,2,2,Shannon Place,London,NW8 7DN
341,Kensington Apartments,559000,Flat / Apartment,513,1,1,1, Aldgate,London,E1 6LW
342,Eaton Square,3450000,Flat / Apartment,1441,2,2,2,,London,SW1W 9DH
343,Eaton Place,2000000,Flat / Apartment,1520,2,2,2,Belgravia,London,SW1X 8DE
344,Ormond Avenue,1650000,House,1750,4,4,4,Richmond,London,TW10 6TN
345,Putney Park House,425000,Flat / Apartment,592,1,1,1, Putney,London,SW15 5HJ
346,North Side Wandsworth Common,700000,Flat / Apartment,1040,3,3,3,,London,SW18 2SL
347,Bryanston Square,2200000,Flat / Apartment,1163,3,3,3,Marylebone,London,W1H 2DH
348,Shillibeer Place,1750000,House,1224,3,3,3,Marylebone,London,W1H 4DR
349,Eaton Place,1450000,Flat / Apartment,765,2,2,2,,London,SW1X 8AL
350,Alwyne Road,3500000,House,2216,4,4,4,Islington,London,N1 2HW
351,Liverpool Road,925000,Flat / Apartment,1032,2,2,2,,London,N1 0PY
352,Canonbury Park North,1850000,Flat / Apartment,1623,4,4,4,Islington,London,N1 2JU
353,Fitzjohn's Avenue,2295000,Flat / Apartment,2039,3,3,3,Hampstead,London,NW3 5JY
354,Hampstead Hill Gardens,925000,Flat / Apartment,730,1,1,1,Hampstead,London,NW3 2PL
355,Park View Road,2000000,House,3060,5,5,5,,London,W5 2JF
356,Coval Road,1350000,House,1767,4,4,4,,London,SW14 7RW
357,The Madison,1418000,New development,1335,3,3,3, Canary Wharf,London,E14 9YT
358,Rusthall Avenue,1300000,House,1685,4,4,4,Chiswick,London,W4 1BL
359,Paultons Square,5350000,House,2710,4,4,4,,London,SW3 5AP
360,Melville Road,2400000,House,2425,5,5,5,Barnes,London,SW13 9RH
361,Burnthwaite Road,825000,Flat / Apartment,853,3,3,3, Fulham,London,SW6 5BQ
362,Lena Gardens,635000,Flat / Apartment,634,2,2,2,Hammersmith,London,W6 7PZ
363,Elsham Road,935000,Flat / Apartment,944,2,2,2,,London,W14 8HH
364,Garfield Road,699950,House,883,2,2,2,Wimbledon,London,SW19 8RZ
365,Adela Avenue,765000,House,1500,4,4,4,New Malden,London,KT3 6LE
366,Hersham Road,1250000,House,2502,5,5,5,Walton-on-Thames,London,KT12 1LL
367,Boatman's Court,725000,New development,784,2,2,2, Putney,London,SW15 1PP
368,Arundel Gardens,1350000,Flat / Apartment,628,1,1,1,Notting Hill,London,W11 2LB
369,Mandrake Road,1200000,House,1746,5,5,5,,London,SW17 7PX
370,Bishops Gate,970000,New development,810,2,2,2,,London,SW6 3LF
371,Bishops Gate,650000,New development,560,1,1,1,82-88 Fulham High Street,London,SW6 3LF
372,Sloane Court East,750000,Flat / Apartment,599,1,1,1,Chelsea,London,SW3 4TQ
373,Canalside Square,500000,New development,566,1,1,1,,London,N1 7FP
374,Matthias Apartments,825000,Penthouse,1226,2,2,2,158 Northchurch Road,London,N1 3FL
375,Wardo Avenue,975000,Flat / Apartment,1386,3,3,3,,London,SW6 6RA
376,Montpellier Road,350000,Studio,425,0,0,0,Ealing,London,W5 2QS
377,Ember Lane,925000,House,1270,4,4,4,Esher,London,KT10 8ER
378,Philbeach Gardens,1000000,Flat / Apartment,703,2,2,2,,London,SW5 9EY
379,Collingham Place,1495000,Flat / Apartment,1122,2,2,2,,London,SW5 0QF
380,Temple Sheen,2350000,House,2667,5,5,5,,London,SW14 7RP
381,Stapleton Road,675000,Flat / Apartment,924,2,2,2,,London,SW17 8AY
382,Cecil Mansions,765000,Flat / Apartment,1025,4,4,4,Marius Road,London,SW17 7QN
383,Yukon Road,799950,Flat / Apartment,1320,4,4,4,,London,SW12 9PY
384,28 Narrow Street,2950000,Penthouse,3451,5,5,5,Limehouse,London,E14 8DQ
385,Myddelton Square,999950,Flat / Apartment,792,2,2,2,Finsbury,London,EC1R 1YB
386,Wolseley Gardens,1200000,House,1710,4,4,4, Chiswick,London,W4 3LP
387,Speldhurst Road,1250000,House,1395,4,4,4,Chiswick,London,W4 1BU
388,Eastbury Grove,1495000,House,1889,4,4,4,Chiswick,London,W4 2JY
389,Meredyth Road,1950000,House,2150,4,4,4,Barnes,London,SW13 0DS
390,Television Centre,785000,New development,590,1,1,1,101 Wood Lane,London,W12 7FT
391,Montevetro,2250000,Flat / Apartment,1641,3,3,3, Battersea,London,SW11 3YL
392,Howick Place,6450000,Flat / Apartment,3578,2,2,2, Westminster,London,SW1P 1QN
393,Ridgway,749950,Flat / Apartment,1059,2,2,2, Wimbledon,London,SW19 4QS
394,Earlsfield Road,1675000,House,2565,4,4,4,,London,SW18 3DN
395,Twilley Street,950000,House,1360,4,4,4,,London,SW18 4NU
396,The Glass Building,1975000,Penthouse,2458,2,2,2,226 Arlington Road,London,NW1 7HY
397,Radnor Walk,3550000,House,1986,5,5,5,Chelsea,London,SW3 4BP
398,Du Cane Court,350000,Flat / Apartment,539,1,1,1,Balham High Road,London,SW17 7JA
399,Basilica Mews,2375000,New development,2540,5,5,5,,London,SW12 8UF
400,Basilica Mews,2325000,New development,2466,5,5,5,,London,SW12 8UF
401,Pearson Square,4600000,New development,1961,3,3,3,Fitzrovia,London,W1T 3BF
402,The Chase,700000,House,1174,4,4,4,Loughton,London,IG10 4RE
403,Piercing Hill,1350000,House,2312,4,4,4, Epping,London,CM16 7JW
404,Bramah House,1325000,New development,824,2,2,2,9 Gatliff Road,London,SW1W 8DP
405,Tedworth Square,1850000,Flat / Apartment,981,2,2,2,,London,SW3 4DU
406,Upper Park Road,5250000,House,3782,8,8,8,Belsize Park,London,NW3 2UP
407,Ascott Avenue,1000000,House,1549,4,4,4,Ealing,London,W5 5QB
408,Carleton Close,1275000,House,2344,5,5,5,Esher,London,KT10 8EE
409,Redcliffe Square,2000000,Flat / Apartment,1072,2,2,2,,London,SW10 9JY
410,Palmers Road,1200000,House,1760,4,4,4,East Sheen,London,SW14 7NB
411,Gaskarth Road,1175000,House,1668,4,4,4,,London,SW12 9NL
412,Kirkstall Road,1300000,House,2177,4,4,4,,London,SW2 4HD
413,Woodfield Lane,3500000,House,4213,7,7,7,,London,SW16 1LF
414,Mayford Road,800000,Flat / Apartment,1035,2,2,2,,London,SW12 8SN
415,Merton Avenue,1200000,House,1615,4,4,4,Chiswick,London,W4 1TA
416,The Orchard,3295000,House,3230,5,5,5, Chiswick,London,W4 1JZ
417,Ravensmede Way,425000,Flat / Apartment,548,2,2,2,,London,W4 1TF
418,Carlton House,1215000,New development,1091,3,3,3, Putney,London,SW15 2BS
419,Slaidburn Street,1850000,House,1341,3,3,3,,London,SW10 0JW
420,Rocks Lane,2275000,House,2652,5,5,5,Barnes,London,SW13 0DB
421,Hampshire Court,400000,Flat / Apartment,601,2,2,2, Barnes,London,SW13 0ES
422,Valiant House,800000,Flat / Apartment,1143,3,3,3, Battersea,London,SW11 3LX
423,Queenstown Road,700000,Flat / Apartment,940,2,2,2,Battersea,London,SW8 3QD
424,Aslett Street,750000,Duplex,1522,4,4,4,,London,SW18 2BQ
425,City Road,500000,Flat / Apartment,561,1,1,1,Clerkenwell,London,EC1V 1AG
426,Cadogan Lane,3975000,House,1726,3,3,3,Knightsbridge,London,SW1X 9DP
427,Strawberry Vale,1999995,House,2537,5,5,5,,London,TW1 4RX
428,Seaton Close,1099000,House,1554,4,4,4, Putney,London,SW15 3TJ
429,Roseland House,539950,Flat / Apartment,627,2,2,2,Weimar Street,London,SW15 1SY
430,Woodhouse Eaves,1050000,House,1677,4,4,4,Northwood,London,HA6 3NF
431,Gayville Road,850000,Flat / Apartment,901,2,2,2,,London,SW11 6JW
432,Edgeley Road,599950,Flat / Apartment,699,2,2,2,,London,SW4 6HB
433,Marmion Road,695000,Flat / Apartment,987,2,2,2,,London,SW11 5PA
434,Carlton Mansions,950000,Flat / Apartment,922,3,3,3, Maida Vale,London,W9 1NS
435,Liverpool Road,1999995,House,2073,4,4,4,,London,N7 8PR
436,Matilda Street,365000,Flat / Apartment,520,1,1,1,,London,N1 1BG
437,Kidderpore Avenue,1200000,Flat / Apartment,1218,3,3,3,Hampstead,London,NW3 7SF
438,Palace Road,2950000,House,4389,6,6,6,East Molesey,London,KT8 9DW
439,Sketch Apartments,380000,Flat / Apartment,550,1,1,1,42 White Horse Lane,London,E1 3FY
440,Alleyn Park,1875000,House,3435,5,5,5,,London,SE21 8AA
441,The Chase,5100000,House,4459,7,7,7,,London,SW4 0NH
442,Andersens Wharf,490000,Flat / Apartment,771,2,2,2, Canary Wharf,London,E14 7DX
443,Lonsdale Road,2750000,House,2612,6,6,6,Barnes,London,SW13 9ED
444,Townshend Court,450000,Flat / Apartment,460,1,1,1, St John's Wood,London,NW8 7DP
445,Weldin Mews,825000,House,1224,3,3,3,Putney,London,SW18 1FT
446,Hotham Road,1695000,House,2205,4,4,4,Putney,London,SW15 1QJ
447,Carlton Drive,425000,Flat / Apartment,548,1,1,1,Putney,London,SW15 2BD
448,Gloucester Avenue,1250000,Flat / Apartment,896,2,2,2,Primrose Hill,London,NW1 8JD
449,Northumberland Place,3750000,House,2239,4,4,4,,London,W2 5BS
450,The Claves,785000,New development,1263,2,2,2, Mill Hill,London,NW7 1NY
451,City Road,675000,Flat / Apartment,891,2,2,2,,London,EC1V 1LA
452,Forest Road,465000,Flat / Apartment,518,1,1,1,Hackney,London,E8 3BL
453,Howitt Road,1350000,Flat / Apartment,1023,2,2,2,Belsize Park,London,NW3 4LJ
454,Ashington Road,2500000,House,2458,5,5,5,Fulham,London,SW6 3QJ
455,Winterdown Road,675000,House,915,2,2,2,Esher,London,KT10 8LP
456,Milton Road,945000,House,1112,3,3,3,East Sheen,London,SW14 8JP
457,Dundee Wharf,725000,Flat / Apartment,861,2,2,2, Limehouse,London,E14 8AY
458,Wharfside Point South,325000,Flat / Apartment,469,1,1,1, Canary Wharf,London,E14 9EX
459,Myddelton Square,800000,Flat / Apartment,742,2,2,2,Finsbury,London,EC1R 1YE
460,Cloth Court,595000,New development,476,1,1,1,Farringdon,London,EC1A 7LS
461,Edensor Gardens,425000,Flat / Apartment,740,2,2,2,Grove Park,London,W4 2QY
462,Lillian Road,1250000,House,1380,3,3,3,Barnes,London,SW13 9JF
463,Glebe Road,2100000,House,1959,5,5,5,Barnes,London,SW13 0DR
464,Knowsley Road,875000,House,869,2,2,2,Battersea,London,SW11 5BL
465,Poyntz Road,1095000,House,1238,3,3,3,Battersea,London,SW11 5BH
466,Battersea Church Road,1495000,Penthouse,1680,4,4,4,Battersea,London,SW11 3NA
467,Hove Court,895000,Flat / Apartment,1221,3,3,3, Wimbledon,London,SW19 4AG
468,Birdhurst Road,650000,Flat / Apartment,1087,3,3,3,,London,SW18 1AR
469,Eaton Place,3500000,Flat / Apartment,1548,3,3,3,Belgravia,London,SW1X 8AD
470,Chevalier House,4750000,Flat / Apartment,1559,2,2,2, Knightsbridge,London,SW3 1BW
471,Macaulay Court,550000,Flat / Apartment,690,2,2,2,Macaulay Road,London,SW4 0QU
472,The Green,525000,Flat / Apartment,1299,3,3,3, Buckhurst Hill,London,IG9 5NQ
473,Chelsea Waterfront,4035000,New development,2174,4,4,4, Chelsea,London,SW10 0QH
474,Melbourne House,1150000,Flat / Apartment,933,2,2,2,50 Kensington Place,London,W8 7PW
475,Peel Street,2350000,House,1327,2,2,2,,London,W8 7PA
476,Parkhill,2100000,Flat / Apartment,2810,3,3,3, Esher,London,KT10 9NP
477,Greenways,1000000,House,2590,4,4,4,Esher,London,KT10 0QD
478,Tower Bridge Road,780000,Penthouse,1010,2,2,2,,London,SE1 2AW
479,Becmead Avenue,1595000,House,3260,6,6,6,,London,SW16 1UQ
480,Pavilion Square,1000000,House,2456,3,3,3,,London,SW17 7DN
481,Blandfield Road,850000,House,953,2,2,2,,London,SW12 8BQ
482,Beechmore Road,625000,Flat / Apartment,967,1,1,1,,London,SW11 4ET
483,Trott Street,1300000,House,1457,4,4,4,Battersea,London,SW11 3DS
484,Maunsel Street,2950000,House,2349,5,5,5,Westminster,London,SW1P 2QN
485,South Park Road,995000,House,1184,3,3,3,Wimbledon,London,SW19 8SZ
486,Wycombe Place,1150000,House,1705,3,3,3,,London,SW18 2LT
487,Battersea Reach,700000,Flat / Apartment,814,2,2,2, Battersea,London,SW18 1TA
488,Cicada Road,575000,Flat / Apartment,619,2,2,2,,London,SW18 2NW
489,Southborough Road,1675000,House,1749,4,4,4,South Hackney,London,E9 7EE
490,Trevor Square,4500000,Flat / Apartment,1607,2,2,2,,London,SW7 1EA
491,Eaton Square,820000,Flat / Apartment,992,1,1,1,,London,SW1W 9BD
492,Northumberland Place,2950000,House,2400,3,3,3,Richmond,London,TW10 6TS
493,Felsham Road,635000,Flat / Apartment,774,2,2,2,Putney,London,SW15 1BB
494,Langside Avenue,1995000,House,3256,5,5,5,Putney,London,SW15 5QT
495,Liverpool Road,1895000,House,1868,3,3,3,Islington,London,N1 0RE
496,Victoria Avenue,1495000,House,2566,5,5,5,Surbiton,London,KT6 5DL
497,Arnison Road,2250000,House,3364,5,5,5,East Molesey,London,KT8 9JJ
498,Upper Richmond Road West,1250000,House,2032,6,6,6,Richmond,London,TW10 5DY
499,Duckman Tower,825000,Flat / Apartment,1026,3,3,3, Canary Wharf,London,E14 9BL
500,Clerkenwell Road,875000,Flat / Apartment,767,2,2,2,Clerkenwell,London,EC1M 5PY
501,Meredyth Road,2175000,House,2108,5,5,5,Barnes,London,SW13 0DS
502,Rectory Road,2250000,House,2332,5,5,5,Barnes,London,SW13 0DT
503,Alexandra Avenue,975000,Flat / Apartment,1100,2,2,2,Battersea,London,SW11 4DZ
504,Edna Street,1735000,House,2144,4,4,4,Battersea,London,SW11 3DP
505,Kingholme House,1375000,House,1335,3,3,3, Wimbledon,London,SW19 4RD
506,Tonsley Road,1295000,House,1811,4,4,4,,London,SW18 1BG
507,Addison House,875000,Flat / Apartment,693,2,2,2,Grove End Road,London,NW8 9EL
508,Jade Terrace,1950000,House,1873,5,5,5, South Hampstead,London,NW6 4EQ
509,Edge Apartments,995000,Flat / Apartment,1243,2,2,2, Twickenham,London,TW1 4RX
510,Church Road,3450000,House,3825,5,5,5, Richmond,London,TW10 5HG
511,Elsworthy Terrace,1295000,Flat / Apartment,1366,2,2,2,,London,NW3 3DR
512,Stanmore Hill,2500000,House,4222,6,6,6,Stanmore,London,HA7 3BY
513,Bickenhall Mansions,2150000,Flat / Apartment,1672,3,3,3, Marylebone,London,W1U 6BT
514,Goodwood Court,800000,Flat / Apartment,548,2,2,2, Marylebone,London,W1W 5DZ
515,Portland Chambers,1750000,Flat / Apartment,883,2,2,2, Fitzrovia,London,W1W 6RP
516,Monkhams Avenue,1250000,House,1901,4,4,4,Woodford Green,London,IG8 0HB
517,Bowden House,1178000,New development,847,2,2,2, Battersea,London,SW11 4FA
518,One Bishopsgate Plaza,1285000,New development,652,1,1,1,,London,EC2M 4JY
519,Aubrey Road,7950000,House,3443,5,5,5,,London,W8 7JJ
520,Wynnstay Gardens,2150000,Flat / Apartment,1806,4,4,4,,London,W8 6UP
521,Battledean Road,1895000,House,2132,5,5,5,Highbury,London,N5 1UZ
522,Galleria,1200000,Flat / Apartment,1355,2,2,2,29 Laycock Street,London,N1 1UR
523,Independent Place,725000,House,804,1,1,1,Hackney,London,E8 2HE
524,Wildwood Grove,1100000,House,1069,2,2,2,Hampstead,London,NW3 7HU
525,Gifford Gardens,1000000,New development,2258,4,4,4,,London,W7 3AS
526,Ternary Place,600000,New development,870,1,1,1, Ealing,London,W5 3HJ
527,Gloucester Road,695000,Flat / Apartment,537,1,1,1,,London,SW7 4AU
528,Gosberton Road,1450000,House,1921,4,4,4,,London,SW12 8LF
529,Foxbourne Road,699950,Flat / Apartment,902,2,2,2,,London,SW17 8EN
530,Ravenslea Road,1295000,House,1674,4,4,4,Balham,London,SW12 8RT
531,Cranley Gardens,2600000,Flat / Apartment,1500,3,3,3,,London,SW7 3DD
532,Crooked Billet,600000,House,570,2,2,2,Wimbledon,London,SW19 4RQ
533,Alverstone Avenue,895000,House,900,3,3,3,Wimbledon,London,SW19 8BD
534,Leopold Road,1160000,Penthouse,1112,2,2,2,Wimbledon,London,SW19 7JQ
535,Bloomsbury Place,500000,Flat / Apartment,622,2,2,2,,London,SW18 2JB
536,Chatham Place,625000,Flat / Apartment,797,2,2,2,,London,E9 6FJ
537,Mortimer Court,450000,Flat / Apartment,377,1,1,1,Abbey Road,London,NW8 9AD
538,Lebanon Park,2750000,House,2999,7,7,7,Twickenham,London,TW1 3DG
539,St. Quintin Avenue,899950,Flat / Apartment,1115,3,3,3,,London,W10 6PB
540,Pembridge Square,1250000,Flat / Apartment,649,1,1,1,,London,W2 4EH
541,Holland Park Avenue,1650000,Flat / Apartment,1055,2,2,2,,London,W11 4UE
542,Stanley Crescent,3450000,Penthouse,1575,2,2,2,Notting Hill,London,W11 2NA
543,Stanley Crescent,2975000,Flat / Apartment,1657,3,3,3,,London,W11 2NA
544,Wimpole Mews,2500000,House,1266,3,3,3,Marylebone,London,W1G 8PE
545,Cadogan Gardens,2150000,Flat / Apartment,1064,2,2,2,Sloane Square,London,SW3 2RE
546,Park Mansions,1995000,Flat / Apartment,1053,2,2,2,Knightsbridge,London,SW1X 7QS
547,Pont Street,1700000,Flat / Apartment,1045,2,2,2,,London,SW1X 0AD
548,Empire House,2600000,Flat / Apartment,1722,3,3,3,Thurloe Place,London,SW7 2RU
549,Cadogan Gardens,1675000,Flat / Apartment,905,2,2,2,,London,SW3 2TH
550,Chester Street,1495000,Flat / Apartment,776,1,1,1,,London,SW1X 7BB
551,Rutland Gate,2895000,Flat / Apartment,1398,2,2,2,,London,SW7 1PJ
552,Rutland Gate,1450000,Flat / Apartment,675,1,1,1,,London,SW7 1BB
553,Hirst Court,795000,Flat / Apartment,691,1,1,1,20 Gatliff Road,London,SW1W 8QD
554,Holland Park Avenue,1895000,Flat / Apartment,1522,2,2,2,,London,W11 3QU
555,Imperial Court,1850000,Flat / Apartment,1480,3,3,3,4-10 Lexham Gardens,London,W8 5JH
556,Campden Hill Gate,3500000,Flat / Apartment,1804,4,4,4,Duchess Of Bedford's Walk,London,W8 7QJ
557,Vicarage Court,450000,Studio,410,0,0,0,Vicarage Gate,London,W8 4HF
558,Cornwall Mansions,2895000,Flat / Apartment,1850,3,3,3,33 Kensington Court,London,W8 5BG
559,Campden House,1250000,Flat / Apartment,1317,3,3,3,29 Sheffield Terrace,London,W8 7ND
560,Melbury Court,4250000,Flat / Apartment,2713,6,6,6,Kensington High Street,London,W8 6NH
561,Lexham Gardens,1300000,Flat / Apartment,1162,2,2,2,,London,W8 5JR
562,Thackeray House,1175000,Flat / Apartment,793,2,2,2,Thackeray Street,London,W8 5HA
563,Kensington Church Street,4450000,Penthouse,1894,3,3,3,,London,W8 7LP
564,Winchester Court,1550000,Flat / Apartment,923,2,2,2,Vicarage Gate,London,W8 4AF
565,Hornton Street,1300000,Flat / Apartment,914,2,2,2,,London,W8 7NP
566,Vincent Close,1550000,House,2602,4,4,4,Esher,London,KT10 8AW
567,Summer Road,1325000,House,2410,5,5,5,Thames Ditton,London,KT7 0QP
568,Sheen Gate Gardens,1450000,House,1899,4,4,4,East Sheen,London,SW14 7PD
569,Ranmere Street,1175000,House,1503,4,4,4,,London,SW12 9QQ
570,Carlton Drive,795000,New development,823,2,2,2,,London,SW15 2BS
571,Drayton Gardens,4750000,House,3104,6,6,6,Chelsea,London,SW10 9RY
572,Kings Court Mansions,799950,Flat / Apartment,890,2,2,2,721 Fulham Road,London,SW6 5PB
573,Lower Mall,650000,Flat / Apartment,743,2,2,2,,London,W6 9DJ
574,Burns Road,850000,House,1167,3,3,3,Battersea,London,SW11 5GX
575,Candlemakers Apartments,560000,Flat / Apartment,779,1,1,1, Battersea,London,SW11 3RS
576,Tyneham Road,910000,House,960,3,3,3,Battersea,London,SW11 5XP
577,Emerson Court,399950,Flat / Apartment,621,1,1,1, Wimbledon,London,SW19 7PQ
578,Wimbledon Hill Road,465000,Flat / Apartment,592,1,1,1,Wimbledon,London,SW19 7QU
579,Swanage Road,1535000,House,2352,5,5,5,,London,SW18 2DY
580,Lammas Road,725000,House,1344,5,5,5,Richmond,London,TW10 7YD
581,Kenilworth Court,1295000,Flat / Apartment,1702,4,4,4, Putney,London,SW15 1HA
582,Oakhill Road,825000,Flat / Apartment,947,2,2,2,Putney,London,SW15 2FJ
583,Gloucester Avenue,1195000,Flat / Apartment,879,2,2,2,Primrose Hill,London,NW1 8JA
584,Regents Park Road,1250000,Flat / Apartment,1061,2,2,2,Regent's Park,London,NW1 7SY
585,Harley Road,1350000,Flat / Apartment,1225,2,2,2,,London,NW3 3BN
586,St Marys Avenue,1225000,House,2289,5,5,5,Northwood,London,HA6 3AY
587,Saxon Court,585000,Flat / Apartment,1032,2,2,2, Northwood,London,HA6 3FG
588,Bromells Road,550000,New development,542,1,1,1,,London,SW4 0BG
589,Paramount Court,985000,Flat / Apartment,677,2,2,2, Bloomsbury,London,WC1E 6JP
590,Grosvenor Avenue,530000,Flat / Apartment,482,1,1,1,Highbury,London,N5 2NR
591,Alwyne Road,4200000,House,2968,3,3,3,Islington,London,N1 2HN
592,Lawford Road,1375000,House,1340,3,3,3,Islington,London,N1 5BJ
593,Amhurst Road,575000,Flat / Apartment,707,2,2,2,Hackney,London,E8 2AG
594,Highfields Grove,2950000,House,2740,4,4,4,Highgate,London,N6 6HN
595,Basuto Road,1950000,House,1795,3,3,3, Parsons Green,London,SW6 4BL
596,Napier Avenue,3250000,House,3156,5,5,5,Fulham,London,SW6 3PT
597,Ember Lane,1250000,House,1980,4,4,4,Esher,London,KT10 8EQ
598,Sandown House,975000,Penthouse,1634,3,3,3, Esher,London,KT10 9SL
599,Pine Walk,1100000,House,1716,4,4,4,Surbiton,London,KT5 8NJ
600,Hill House Road,900000,House,1989,3,3,3,,London,SW16 2AQ
601,Wards Wharf Approach,300000,Flat / Apartment,517,1,1,1,Newham,London,E16 2ER
602,Junction House,510000,New development,577,1,1,1, Battersea,London,SW11 2NU
603,Foskett Road,350000,Flat / Apartment,302,1,1,1,Fulham,London,SW6 3LY
604,Sinclair Gardens,875000,Flat / Apartment,981,2,2,2,Brook Green,London,W14 0AU
605,Kingston Vale,1095000,House,2642,3,3,3,Kingston,London,SW15 3RN
606,Eversley Park,3350000,House,3256,5,5,5,Wimbledon,London,SW19 4UU
607,Ridgmount Road,1350000,House,1723,4,4,4,,London,SW18 2DA
608,Regents Park Road,950000,Flat / Apartment,817,2,2,2,,London,NW1 7TL
609,Green Lane,1275000,House,2711,5,5,5,Oxhey,London,WD19 4NJ
610,Manchuria Road,975000,Flat / Apartment,1013,2,2,2,,London,SW11 6AE
611,Wellington Square,3950000,House,2530,6,6,6,Chelsea,London,SW3 4NW
